model,language,documents,log_bin,period_center,fourier_bins,mean_relative_density,se_relative_density
llama31,es,726,47,87.1620907268156,3,0.9071373286152004,0.013899778918559529
llama31,es,726,48,94.19204238801649,4,0.9286844381277141,0.015128123526738535
llama31,es,726,49,102.42134222654549,3,0.939598152802401,0.014406055599482888
llama31,es,726,50,110.72967047543887,3,0.9778198078638879,0.015704513519738922
llama31,es,726,51,120.50534605263967,3,0.9904763210810835,0.016521159103444087
llama31,es,726,52,130.04813004819508,2,1.0082907625396555,0.01910541146585939
llama31,es,726,53,138.86740554154198,2,0.9925424955600348,0.018119278357043266
llama31,es,726,54,151.77313332607557,3,1.027123311262635,0.01669993676189882
llama31,es,726,55,167.21849977399827,2,1.0289125566938333,0.019771271269026367
llama31,es,726,56,178.0869565217391,1,1.0555143540825858,0.02578188565116378
llama31,es,726,57,190.5631662896068,2,1.02590546588075,0.02195633210117909
llama31,es,726,58,210.12036650703962,2,1.0918965344313303,0.023893649852369095
llama31,es,726,59,227.5555555555556,1,1.0754970564164692,0.027434819182990847
llama31,es,726,60,240.9411764705883,1,1.13916313126335,0.028830977568784843
llama31,es,726,61,264.39566310109325,2,1.108805249941664,0.02373723267744409
llama31,es,726,62,292.57142857142867,1,1.1577441478104675,0.031258860266568655
llama31,es,726,63,315.076923076923,1,1.2560866773548478,0.03772607153304066
llama31,es,726,64,341.33333333333337,1,1.1859986972529677,0.03288561108418072
llama31,es,726,65,372.3636363636366,1,1.184316241689073,0.03440315829428508
llama31,es,726,66,409.6000000000002,1,1.3272474466360389,0.03592937943943132
llama31,es,726,67,455.1111111111112,1,1.3075592922220314,0.035197366729286444
llama31,es,726,68,512.0,1,1.344542682398549,0.04020577045860192
llama31,es,726,69,585.1428571428573,1,1.4074566223589777,0.041053378408441955
llama31,es,726,70,682.6666666666667,1,1.4547601206469405,0.05363213214052307
llama31,es,726,71,819.2000000000004,1,1.6074508883340348,0.048452055590516435
llama31,es,726,72,1024.0,1,1.815610846911266,0.08862825049797526
llama31,es,726,73,1365.3333333333335,1,1.9686328379907911,0.06446585215780727
llama31,es,726,74,2048.0,1,2.350421810553008,0.0915114759289569
llama31,es,726,75,4096.0,1,3.6757618023946317,0.2328672383461986
llama31,pt,430,0,2.079738366502104,157,0.9875147272578173,0.0035443622537188464
llama31,pt,430,1,2.251755740869529,144,0.9983997464533201,0.00307064910927462
llama31,pt,430,2,2.4380159059456386,134,1.0222972773419625,0.003356361045873972
llama31,pt,430,3,2.6398663190468756,123,1.0469753871569394,0.003588755574212806
llama31,pt,430,4,2.858095516768718,114,1.0842487821652715,0.004115021667188886
llama31,pt,430,5,3.0944667104130863,105,1.112699811326656,0.0047062560702896905
llama31,pt,430,6,3.3500197264183567,97,1.1345094552731216,0.005012145580183263
llama31,pt,430,7,3.627343166455213,90,1.1392638892298421,0.005120735850157401
llama31,pt,430,8,3.92626195301624,82,1.1228633405075263,0.005112062281633614
llama31,pt,430,9,4.250092689272306,77,1.0804882592138167,0.004734795363007674
llama31,pt,430,10,4.603468074230814,71,1.0377410165457672,0.0042068441196477695
llama31,pt,430,11,4.984267095470073,65,0.993283830914984,0.0036385482857084627
llama31,pt,430,12,5.394424560964031,60,0.9537308247294397,0.003995385953519881
llama31,pt,430,13,5.840467452356643,56,0.9249342130621719,0.0043940377186462674
llama31,pt,430,14,6.322619408629094,51,0.9075824145807749,0.004875764977805882
llama31,pt,430,15,6.845610607228076,48,0.8941364789080435,0.00535555773277542
llama31,pt,430,16,7.415533941273617,44,0.8759733494103199,0.004705808711270911
llama31,pt,430,17,8.025558781654992,40,0.8719656444943893,0.005018723299257699
llama31,pt,430,18,8.68951954267665,38,0.8683043785595362,0.00595881302325015
llama31,pt,430,19,9.407669204741923,34,0.8730656023257389,0.008207192693861953
llama31,pt,430,20,10.179076618235907,32,0.8751653674354937,0.006854718093649516
llama31,pt,430,21,11.028566357572464,30,0.8722278812706474,0.006385250758452776
llama31,pt,430,22,11.94477170193431,27,0.8849417730015026,0.008904157396537988
llama31,pt,430,23,12.924480781696696,25,0.899696142437772,0.010262186915877465
llama31,pt,430,24,13.983106740258739,23,0.8769020164697809,0.008637832521915221
llama31,pt,430,25,15.146496450348943,22,0.8512106136811852,0.007105393965901375
llama31,pt,430,26,16.421220753444423,20,0.8374505546185893,0.007177328566680093
llama31,pt,430,27,17.774568996970093,18,0.8296295199696865,0.006733083754032269
llama31,pt,430,28,19.235136338697405,17,0.8432337204416717,0.00774083681472178
llama31,pt,430,29,20.796881250446052,15,0.8678274933951712,0.008222898265114891
llama31,pt,430,30,22.511839961743885,15,0.900840920698066,0.008620639128047792
llama31,pt,430,31,24.38700267466527,13,0.8776706120500765,0.009214416602617872
llama31,pt,430,32,26.43351109040132,13,0.8607642324763546,0.013611855192638384
llama31,pt,430,33,28.650364158817133,11,0.8599906395353828,0.010620055172201152
llama31,pt,430,34,30.920474771901404,10,0.8543473531171053,0.010395062223854832
llama31,pt,430,35,33.44593172081344,10,0.8602677642784867,0.010273544809965323
llama31,pt,430,36,36.25725566717276,9,0.849515183458683,0.009906412387135717
llama31,pt,430,37,39.205599316416965,8,0.8627131347550425,0.011391626855603033
llama31,pt,430,38,42.45756834172835,8,0.8613878301022365,0.010196575995290143
llama31,pt,430,39,46.03409888580932,7,0.8758103760957636,0.01166925986320706
llama31,pt,430,40,49.96608705487118,7,0.8842967886311476,0.011436530525920374
llama31,pt,430,41,54.265543124911304,6,0.8780280178341873,0.01222185567885241
llama31,pt,430,42,58.526232769908994,5,0.8921954526297721,0.01400128976930086
llama31,pt,430,43,63.03030727083153,5,0.9145926495712068,0.013912200841601108
llama31,pt,430,44,68.28564122718676,5,0.8777286608351313,0.013459727816432529
llama31,pt,430,45,73.81678310713458,4,0.9348159572286532,0.015862654308245065
llama31,pt,430,46,80.34462965429582,5,0.9359167490020135,0.015634762379392653
llama31,pt,430,47,87.1620907268156,3,0.9506114569235619,0.018742079089939884
llama31,pt,430,48,94.19204238801649,4,0.976728205244099,0.020180690419715295
llama31,pt,430,49,102.42134222654549,3,0.9847147871496211,0.019674163495990674
llama31,pt,430,50,110.72967047543887,3,1.0131278060688826,0.020649445175667462
llama31,pt,430,51,120.50534605263967,3,0.9955908194169911,0.019092381035128357
llama31,pt,430,52,130.04813004819508,2,1.0301641001742607,0.023096201684963482
llama31,pt,430,53,138.86740554154198,2,0.9928158083987699,0.02298632677928639
llama31,pt,430,54,151.77313332607557,3,1.0317970709106188,0.021629451958650604
llama31,pt,430,55,167.21849977399827,2,1.0682874839575283,0.025276068493046942
llama31,pt,430,56,178.0869565217391,1,1.0892637613310951,0.031731116342769185
llama31,pt,430,57,190.5631662896068,2,1.0477980530788769,0.024605339714306788
llama31,pt,430,58,210.12036650703962,2,1.0904419995427899,0.02501457006809605
llama31,pt,430,59,227.5555555555556,1,1.0957196553504798,0.03332538609859241
llama31,pt,430,60,240.9411764705883,1,1.1585750630349776,0.036009662468160814
llama31,pt,430,61,264.39566310109325,2,1.1769723202252276,0.029348302866818332
llama31,pt,430,62,292.57142857142867,1,1.1322920076500722,0.03737162334492166
llama31,pt,430,63,315.076923076923,1,1.239734025922907,0.044628328676690435
llama31,pt,430,64,341.33333333333337,1,1.23377671514317,0.03851171356349335
llama31,pt,430,65,372.3636363636366,1,1.2965501654261347,0.04162128837960167
llama31,pt,430,66,409.6000000000002,1,1.3562491339225078,0.04668273498344896
llama31,pt,430,67,455.1111111111112,1,1.4416523296185433,0.053365357784764485
llama31,pt,430,68,512.0,1,1.537937351328526,0.05672060265458152
llama31,pt,430,69,585.1428571428573,1,1.456319175060071,0.04954876923945155
llama31,pt,430,70,682.6666666666667,1,1.6344765550660703,0.07218634684752658
llama31,pt,430,71,819.2000000000004,1,1.6776765503987663,0.08092414865325633
llama31,pt,430,72,1024.0,1,1.873338982024384,0.07588448828788072
llama31,pt,430,73,1365.3333333333335,1,2.0888305099243096,0.08307600574888957
llama31,pt,430,74,2048.0,1,2.7925386495263753,0.1779946925175152
llama31,pt,430,75,4096.0,1,4.736181939567315,0.31670238374630866
llama31,fi,2738,0,2.079738366502104,157,0.9621869601857185,0.0011215951573675061
llama31,fi,2738,1,2.251755740869529,144,0.9690409924620641,0.0011487097548465756
llama31,fi,2738,2,2.4380159059456386,134,0.9824627957313639,0.0012063726332712616
llama31,fi,2738,3,2.6398663190468756,123,0.9983523168259077,0.0012889661021265807
llama31,fi,2738,4,2.858095516768718,114,1.015279992143426,0.0014252537839271602
llama31,fi,2738,5,3.0944667104130863,105,1.02641456477337,0.001489314920942799
llama31,fi,2738,6,3.3500197264183567,97,1.0306559038296603,0.001604663794587381
llama31,fi,2738,7,3.627343166455213,90,1.0262619455948045,0.0016858558541730337
llama31,fi,2738,8,3.92626195301624,82,1.0132155667908138,0.0016722551502035808
llama31,fi,2738,9,4.250092689272306,77,0.9947810250403054,0.0016650263454355623
llama31,fi,2738,10,4.603468074230814,71,0.9829546284091967,0.0016016859335152977
llama31,fi,2738,11,4.984267095470073,65,0.9694506905907753,0.0016109004983872715
llama31,fi,2738,12,5.394424560964031,60,0.9558371046765465,0.0016107992975787813
llama31,fi,2738,13,5.840467452356643,56,0.9424223841859635,0.0015833750596462057
llama31,fi,2738,14,6.322619408629094,51,0.9310603577286187,0.0015733060052770902
llama31,fi,2738,15,6.845610607228076,48,0.9265035819011979,0.0016305775511381362
llama31,fi,2738,16,7.415533941273617,44,0.9238962805276785,0.0017467626077560334
llama31,fi,2738,17,8.025558781654992,40,0.9222835763506725,0.0017404197020205205
llama31,fi,2738,18,8.68951954267665,38,0.9311414939637598,0.0018227669612494717
llama31,fi,2738,19,9.407669204741923,34,0.9497725307486514,0.0022140803721287785
llama31,fi,2738,20,10.179076618235907,32,0.9734021711434505,0.0035748876900591753
llama31,fi,2738,21,11.028566357572464,30,0.9870055402853691,0.0042276820945299975
llama31,fi,2738,22,11.94477170193431,27,0.9907709622304902,0.003392372947137735
llama31,fi,2738,23,12.924480781696696,25,1.001897560640823,0.0032818154434215013
llama31,fi,2738,24,13.983106740258739,23,1.014813715290034,0.0033978094191070645
llama31,fi,2738,25,15.146496450348943,22,1.0152206588421722,0.003248944820463554
llama31,fi,2738,26,16.421220753444423,20,1.0026287764857915,0.0030861514910036927
llama31,fi,2738,27,17.774568996970093,18,1.0053369230229483,0.0033170010248726616
llama31,fi,2738,28,19.235136338697405,17,1.0084821996100282,0.0033733581044135784
llama31,fi,2738,29,20.796881250446052,15,1.0085142770005673,0.0036689769478456913
llama31,fi,2738,30,22.511839961743885,15,1.0198286226798126,0.003635022039908951
llama31,fi,2738,31,24.38700267466527,13,1.020073949958171,0.0038201557559267253
llama31,fi,2738,32,26.43351109040132,13,1.0504087415237457,0.0041082924240501495
llama31,fi,2738,33,28.650364158817133,11,1.0558799061882846,0.004405450915488506
llama31,fi,2738,34,30.920474771901404,10,1.0467314314447513,0.004356431503357049
llama31,fi,2738,35,33.44593172081344,10,1.0483061649634302,0.0042382525520011935
llama31,fi,2738,36,36.25725566717276,9,1.0582247991734446,0.004548552964283798
llama31,fi,2738,37,39.205599316416965,8,1.0515877357775638,0.004689610254376911
llama31,fi,2738,38,42.45756834172835,8,1.0685927835269147,0.004819364855632688
llama31,fi,2738,39,46.03409888580932,7,1.0752285858959387,0.005237383676310616
llama31,fi,2738,40,49.96608705487118,7,1.0771564013196246,0.005203939715200826
llama31,fi,2738,41,54.265543124911304,6,1.0966090659191416,0.005810934511591911
llama31,fi,2738,42,58.526232769908994,5,1.0938275849049137,0.0060735511409250684
llama31,fi,2738,43,63.03030727083153,5,1.1103550127401927,0.006295005153464619
llama31,fi,2738,44,68.28564122718676,5,1.1302023850280756,0.0064648779402183875
llama31,fi,2738,45,73.81678310713458,4,1.1367422065757449,0.0071535332507593604
llama31,fi,2738,46,80.34462965429582,5,1.151890135982231,0.00670803963394186
llama31,fi,2738,47,87.1620907268156,3,1.1837410298760114,0.00848360779495006
llama31,fi,2738,48,94.19204238801649,4,1.1845057801764276,0.007857046581426042
llama31,fi,2738,49,102.42134222654549,3,1.1992075307157306,0.009240555696967464
llama31,fi,2738,50,110.72967047543887,3,1.1878748322653627,0.008700303999645777
llama31,fi,2738,51,120.50534605263967,3,1.209795378184505,0.008724827030172527
llama31,fi,2738,52,130.04813004819508,2,1.2165453941333095,0.010390318528823824
llama31,fi,2738,53,138.86740554154198,2,1.251693250753272,0.010904760781076163
llama31,fi,2738,54,151.77313332607557,3,1.2584564164971814,0.009150583286338975
llama31,fi,2738,55,167.21849977399827,2,1.2810453454293704,0.011432292016922828
llama31,fi,2738,56,178.0869565217391,1,1.2798232352869672,0.015706834467786777
llama31,fi,2738,57,190.5631662896068,2,1.2988269025207466,0.011732152629100757
llama31,fi,2738,58,210.12036650703962,2,1.3249522924200428,0.011664470795346658
llama31,fi,2738,59,227.5555555555556,1,1.3197206866309013,0.016096979299198875
llama31,fi,2738,60,240.9411764705883,1,1.39706055603411,0.01686700009709566
llama31,fi,2738,61,264.39566310109325,2,1.381194637074521,0.013089339748680987
llama31,fi,2738,62,292.57142857142867,1,1.4215117578434278,0.017065187128228052
llama31,fi,2738,63,315.076923076923,1,1.4480720822754638,0.017629220217599453
llama31,fi,2738,64,341.33333333333337,1,1.4540529862242537,0.01775166253802259
llama31,fi,2738,65,372.3636363636366,1,1.5131071720034017,0.019106322496046886
llama31,fi,2738,66,409.6000000000002,1,1.5053044893710743,0.018493356196729815
llama31,fi,2738,67,455.1111111111112,1,1.5581148494798802,0.019933861413883303
llama31,fi,2738,68,512.0,1,1.6223265799237068,0.020434986078398287
llama31,fi,2738,69,585.1428571428573,1,1.6875364747904067,0.022714821045038455
llama31,fi,2738,70,682.6666666666667,1,1.7587472759795795,0.022991550480646102
llama31,fi,2738,71,819.2000000000004,1,1.8509624437721661,0.025384384586421813
llama31,fi,2738,72,1024.0,1,1.9876098761766943,0.02785395578558841
llama31,fi,2738,73,1365.3333333333335,1,2.25914373596062,0.035781646809083745
llama31,fi,2738,74,2048.0,1,2.6018565079645066,0.04504011720069016
llama31,fi,2738,75,4096.0,1,3.737259771983273,0.07939900607708318
llama31,nl,849,0,2.079738366502104,157,0.9451227348392548,0.0018544869520001198
llama31,nl,849,1,2.251755740869529,144,0.9460668341119175,0.0018665455675826064
llama31,nl,849,2,2.4380159059456386,134,0.9533158952402644,0.0018934730019669625
llama31,nl,849,3,2.6398663190468756,123,0.9690623949113862,0.0020611796123786445
llama31,nl,849,4,2.858095516768718,114,0.9772452489556075,0.0020751392441737742
llama31,nl,849,5,3.0944667104130863,105,0.9925345915039517,0.0021939318778678653
llama31,nl,849,6,3.3500197264183567,97,1.0083587616822347,0.0023209994800849534
llama31,nl,849,7,3.627343166455213,90,1.0247437048088666,0.0025294809895118234
llama31,nl,849,8,3.92626195301624,82,1.036717529198973,0.0026578160749854652
llama31,nl,849,9,4.250092689272306,77,1.0401412298978367,0.00270541404544322
llama31,nl,849,10,4.603468074230814,71,1.0456043839940958,0.002836453415856805
llama31,nl,849,11,4.984267095470073,65,1.03671778387021,0.002950289208061222
llama31,nl,849,12,5.394424560964031,60,1.0368616219400633,0.00291898953340092
llama31,nl,849,13,5.840467452356643,56,1.0201824235696682,0.0029929358611801194
llama31,nl,849,14,6.322619408629094,51,1.0162237153158102,0.0031533410394423956
llama31,nl,849,15,6.845610607228076,48,1.0155600036434025,0.0030954487766038205
llama31,nl,849,16,7.415533941273617,44,1.0198686438438036,0.003214386473286358
llama31,nl,849,17,8.025558781654992,40,1.0135817083749796,0.00338158436594293
llama31,nl,849,18,8.68951954267665,38,1.0169787220964877,0.0036979229268595086
llama31,nl,849,19,9.407669204741923,34,1.0229625944075238,0.00398127154041505
llama31,nl,849,20,10.179076618235907,32,1.0240601189940095,0.004077794851376639
llama31,nl,849,21,11.028566357572464,30,1.0341274438746102,0.00439111850099608
llama31,nl,849,22,11.94477170193431,27,1.0342964554000642,0.0046455194249289565
llama31,nl,849,23,12.924480781696696,25,1.032822592887817,0.004728146193838871
llama31,nl,849,24,13.983106740258739,23,1.025718009438996,0.0050157906749564675
llama31,nl,849,25,15.146496450348943,22,1.0106258801224404,0.005036294077729716
llama31,nl,849,26,16.421220753444423,20,1.0020958336311894,0.005157911928705274
llama31,nl,849,27,17.774568996970093,18,0.9977196461868683,0.005795277287908571
llama31,nl,849,28,19.235136338697405,17,0.989923167987312,0.0057705636441970935
llama31,nl,849,29,20.796881250446052,15,0.9772251135003336,0.006417978070288125
llama31,nl,849,30,22.511839961743885,15,1.0037579809008872,0.005933866748726113
llama31,nl,849,31,24.38700267466527,13,0.9730767956877131,0.006602483508778224
llama31,nl,849,32,26.43351109040132,13,0.949514210817715,0.006840973435835581
llama31,nl,849,33,28.650364158817133,11,0.9531676654639862,0.007125995356202356
llama31,nl,849,34,30.920474771901404,10,0.9447699564017368,0.007184159377096871
llama31,nl,849,35,33.44593172081344,10,0.927092086547898,0.006852918313730829
llama31,nl,849,36,36.25725566717276,9,0.9289083711475965,0.007425349428063781
llama31,nl,849,37,39.205599316416965,8,0.9318038161508827,0.007727640495733991
llama31,nl,849,38,42.45756834172835,8,0.9292944777405778,0.007658918895903226
llama31,nl,849,39,46.03409888580932,7,0.9491295971942665,0.008920129870614716
llama31,nl,849,40,49.96608705487118,7,0.940982753156114,0.009158462076903963
llama31,nl,849,41,54.265543124911304,6,0.947557093846532,0.008953657852074831
llama31,nl,849,42,58.526232769908994,5,0.9432201049316326,0.010136763343206207
llama31,nl,849,43,63.03030727083153,5,0.9496234065328326,0.010397817806052584
llama31,nl,849,44,68.28564122718676,5,0.9593586254261566,0.010055523790613459
llama31,nl,849,45,73.81678310713458,4,0.9572190613608561,0.011766496163200803
llama31,nl,849,46,80.34462965429582,5,0.9714883694402724,0.010291003587089429
llama31,nl,849,47,87.1620907268156,3,0.9707180594863698,0.012810195348306451
llama31,nl,849,48,94.19204238801649,4,0.9993472843134723,0.012274034242763396
llama31,nl,849,49,102.42134222654549,3,0.9852745067685551,0.01347846763002112
llama31,nl,849,50,110.72967047543887,3,1.0030300784307862,0.014430633245913827
llama31,nl,849,51,120.50534605263967,3,1.0258502215538647,0.015170287598964206
llama31,nl,849,52,130.04813004819508,2,1.0399477959842536,0.01610659201202792
llama31,nl,849,53,138.86740554154198,2,1.0495008195657571,0.016470730717500378
llama31,nl,849,54,151.77313332607557,3,1.0552484828353992,0.015114494286936188
llama31,nl,849,55,167.21849977399827,2,1.0584571606130513,0.016991246852017153
llama31,nl,849,56,178.0869565217391,1,1.0816717885599836,0.023793145062075808
llama31,nl,849,57,190.5631662896068,2,1.110751878280906,0.01870150189669242
llama31,nl,849,58,210.12036650703962,2,1.1128669715204222,0.019233622910016283
llama31,nl,849,59,227.5555555555556,1,1.154394455338956,0.025011028331572278
llama31,nl,849,60,240.9411764705883,1,1.1454774904896354,0.027082048638170902
llama31,nl,849,61,264.39566310109325,2,1.1542409859310319,0.022591250212371804
llama31,nl,849,62,292.57142857142867,1,1.1622453988277157,0.029119416451693265
llama31,nl,849,63,315.076923076923,1,1.2041192056326435,0.029208906615116735
llama31,nl,849,64,341.33333333333337,1,1.2533083647712748,0.030778578065235776
llama31,nl,849,65,372.3636363636366,1,1.2417026038227708,0.02795081112717089
llama31,nl,849,66,409.6000000000002,1,1.2887211052913743,0.038113281668634195
llama31,nl,849,67,455.1111111111112,1,1.2807457560212718,0.03196159738089235
llama31,nl,849,68,512.0,1,1.371911825882274,0.03703110516488879
llama31,nl,849,69,585.1428571428573,1,1.3940992656536177,0.03529151456222385
llama31,nl,849,70,682.6666666666667,1,1.5200944548709996,0.041909882744987255
llama31,nl,849,71,819.2000000000004,1,1.6221723470383198,0.04390869788166556
llama31,nl,849,72,1024.0,1,1.6862039534837834,0.05438247962293063
llama31,nl,849,73,1365.3333333333335,1,1.9619763097110359,0.06253406944025942
llama31,nl,849,74,2048.0,1,2.239360110791885,0.07643144458411208
llama31,nl,849,75,4096.0,1,3.300421299116266,0.12189463238261315
llama31,hu,488,0,2.079738366502104,157,0.9178705529844019,0.002278887295854047
llama31,hu,488,1,2.251755740869529,144,0.9269880945008643,0.002387473206772684
llama31,hu,488,2,2.4380159059456386,134,0.9377708550471402,0.002352872364098051
llama31,hu,488,3,2.6398663190468756,123,0.9571460291026195,0.002414795420035421
llama31,hu,488,4,2.858095516768718,114,0.9747254845837281,0.0026343204420525125
llama31,hu,488,5,3.0944667104130863,105,0.9959933836636948,0.002816825457937475
llama31,hu,488,6,3.3500197264183567,97,1.0048288161897163,0.0031060982363446533
llama31,hu,488,7,3.627343166455213,90,1.0152123528035104,0.0033704147731720858
llama31,hu,488,8,3.92626195301624,82,1.0328341799017446,0.0034920303099718374
llama31,hu,488,9,4.250092689272306,77,1.0398258472658233,0.0035578773070155125
llama31,hu,488,10,4.603468074230814,71,1.0401455750899666,0.0036375145012130946
llama31,hu,488,11,4.984267095470073,65,1.0333988043383495,0.00385130285326321
llama31,hu,488,12,5.394424560964031,60,1.0307260318575264,0.003980412318256435
llama31,hu,488,13,5.840467452356643,56,1.0213618947766032,0.003889719396056852
llama31,hu,488,14,6.322619408629094,51,1.0154477704320537,0.003997652250890953
llama31,hu,488,15,6.845610607228076,48,1.0056524559886633,0.004267496036886907
llama31,hu,488,16,7.415533941273617,44,1.017285778457119,0.0039391677846733536
llama31,hu,488,17,8.025558781654992,40,1.0124854124535987,0.0046412602377516035
llama31,hu,488,18,8.68951954267665,38,1.011529037686046,0.004545373901766809
llama31,hu,488,19,9.407669204741923,34,1.0149237841223475,0.004567743014723655
llama31,hu,488,20,10.179076618235907,32,1.0273091466999014,0.005119055694636885
llama31,hu,488,21,11.028566357572464,30,1.028805383651708,0.005396117329134982
llama31,hu,488,22,11.94477170193431,27,1.0215138750008423,0.006479281260801787
llama31,hu,488,23,12.924480781696696,25,1.0317004731529067,0.0064801493857590785
llama31,hu,488,24,13.983106740258739,23,1.0456542049607311,0.006176850238866811
llama31,hu,488,25,15.146496450348943,22,1.0491418010588984,0.006530316484023044
llama31,hu,488,26,16.421220753444423,20,1.0371868787861016,0.007057990067696732
llama31,hu,488,27,17.774568996970093,18,1.03730165292172,0.0072694587065406276
llama31,hu,488,28,19.235136338697405,17,1.0072209142689814,0.007518391043133627
llama31,hu,488,29,20.796881250446052,15,1.0123017354119854,0.008446208729509793
llama31,hu,488,30,22.511839961743885,15,1.003403514285328,0.00849301603866008
llama31,hu,488,31,24.38700267466527,13,0.9771087396996306,0.008665444690969495
llama31,hu,488,32,26.43351109040132,13,0.9961883916701375,0.00822673388651931
llama31,hu,488,33,28.650364158817133,11,0.9927731853239021,0.00883216034878158
llama31,hu,488,34,30.920474771901404,10,1.0065358288479485,0.009656839293409405
llama31,hu,488,35,33.44593172081344,10,0.9982899287653737,0.00928149361236308
llama31,hu,488,36,36.25725566717276,9,0.9738782350237942,0.010349110661283283
llama31,hu,488,37,39.205599316416965,8,0.9935717050130566,0.010601508329298834
llama31,hu,488,38,42.45756834172835,8,0.9938122658819688,0.0103764441746606
llama31,hu,488,39,46.03409888580932,7,1.0007539839942436,0.011126084246120622
llama31,hu,488,40,49.96608705487118,7,0.9943490155464182,0.011096940209389892
llama31,hu,488,41,54.265543124911304,6,1.0066828436753958,0.012470424809061686
llama31,hu,488,42,58.526232769908994,5,1.0253473514397384,0.012968098165954942
llama31,hu,488,43,63.03030727083153,5,1.0146219324280816,0.012869927890667448
llama31,hu,488,44,68.28564122718676,5,1.0387457587151434,0.013472297353503526
llama31,hu,488,45,73.81678310713458,4,1.0488506220745522,0.015197425998217762
llama31,hu,488,46,80.34462965429582,5,1.0490439043983104,0.0148414372898416
llama31,hu,488,47,87.1620907268156,3,1.0772086927074624,0.018193461687294264
llama31,hu,488,48,94.19204238801649,4,1.0517093301097018,0.01653072792789216
llama31,hu,488,49,102.42134222654549,3,1.0830317174473911,0.017448180478586428
llama31,hu,488,50,110.72967047543887,3,1.072320087104255,0.01783989773911784
llama31,hu,488,51,120.50534605263967,3,1.132095391815861,0.019367167624992392
llama31,hu,488,52,130.04813004819508,2,1.1315634466591864,0.023257081277704147
llama31,hu,488,53,138.86740554154198,2,1.112452124970661,0.023089071620279896
llama31,hu,488,54,151.77313332607557,3,1.144880814975281,0.020100551094744887
llama31,hu,488,55,167.21849977399827,2,1.1734113686331857,0.02457653771991864
llama31,hu,488,56,178.0869565217391,1,1.1179486903597264,0.03011965748198561
llama31,hu,488,57,190.5631662896068,2,1.1937974680124643,0.02410650735839595
llama31,hu,488,58,210.12036650703962,2,1.2098756481589719,0.024661639677286015
llama31,hu,488,59,227.5555555555556,1,1.2725352223423632,0.03630529931058691
llama31,hu,488,60,240.9411764705883,1,1.2033912193211864,0.035521643897293106
llama31,hu,488,61,264.39566310109325,2,1.2640926686274936,0.02811529112560867
llama31,hu,488,62,292.57142857142867,1,1.2765920951139633,0.03507499827416503
llama31,hu,488,63,315.076923076923,1,1.2238341641782804,0.035028985831193696
llama31,hu,488,64,341.33333333333337,1,1.29483535033914,0.035926089778184706
llama31,hu,488,65,372.3636363636366,1,1.3778186335008007,0.038147417616839
llama31,hu,488,66,409.6000000000002,1,1.4607832156804843,0.04324442087022465
llama31,hu,488,67,455.1111111111112,1,1.399413145042401,0.04135544186184105
llama31,hu,488,68,512.0,1,1.4469755627666125,0.04700737929764118
llama31,hu,488,69,585.1428571428573,1,1.573193322295798,0.04604767105523127
llama31,hu,488,70,682.6666666666667,1,1.5254718266508915,0.0480459004864438
llama31,hu,488,71,819.2000000000004,1,1.6963173102702336,0.05819172139904591
llama31,hu,488,72,1024.0,1,1.8273472417097327,0.07259081754588059
llama31,hu,488,73,1365.3333333333335,1,2.0138423930100444,0.07907227465192589
llama31,hu,488,74,2048.0,1,2.3818652298984526,0.09604264511231392
llama31,hu,488,75,4096.0,1,3.2578052180796377,0.1363280855853542
llama31,zh,332,0,2.079738366502104,157,0.9987350162715337,0.004801860388310582
llama31,zh,332,1,2.251755740869529,144,0.9984454815644823,0.004350324706897055
llama31,zh,332,2,2.4380159059456386,134,0.9993335986435475,0.004308138028087093
llama31,zh,332,3,2.6398663190468756,123,0.9854307864913096,0.004435849493257111
llama31,zh,332,4,2.858095516768718,114,0.9581347985701573,0.0043648004005932585
llama31,zh,332,5,3.0944667104130863,105,0.9379714974058041,0.004025455650859722
llama31,zh,332,6,3.3500197264183567,97,0.9029991689356683,0.004123075460831417
llama31,zh,332,7,3.627343166455213,90,0.8894271530058173,0.003590973077591124
llama31,zh,332,8,3.92626195301624,82,0.8811873499071096,0.0036955990358977543
llama31,zh,332,9,4.250092689272306,77,0.8905822669112328,0.0038392987949889983
llama31,zh,332,10,4.603468074230814,71,0.8944815157938942,0.004212995277107324
llama31,zh,332,11,4.984267095470073,65,0.9116648431952835,0.004153685352566848
llama31,zh,332,12,5.394424560964031,60,0.9283451050068159,0.004636709613014833
llama31,zh,332,13,5.840467452356643,56,0.9497204475980848,0.004732307424196931
llama31,zh,332,14,6.322619408629094,51,0.9553510255295354,0.005000868511273344
llama31,zh,332,15,6.845610607228076,48,0.9571178483361414,0.005458934014165949
llama31,zh,332,16,7.415533941273617,44,0.9621742163266832,0.00553187520872446
llama31,zh,332,17,8.025558781654992,40,0.9522800798579367,0.005948927889972458
llama31,zh,332,18,8.68951954267665,38,0.9750151860467228,0.006297509197387789
llama31,zh,332,19,9.407669204741923,34,0.9641934156117641,0.008159814435380688
llama31,zh,332,20,10.179076618235907,32,0.9906018827398428,0.007547314526090911
llama31,zh,332,21,11.028566357572464,30,0.9882839044970972,0.0089619232907264
llama31,zh,332,22,11.94477170193431,27,0.9953420970723855,0.010357731140104083
llama31,zh,332,23,12.924480781696696,25,0.9925170637503834,0.009318554730834806
